"","timestamp","x","y","row"
"654","00:06:38.636",83.7,62.8,654
"655","00:06:38.904",66.8,27.5,655
"656","00:06:38.946",35.4,17.9,656
"657","00:06:39.166",54.4,55.3,657
"658","00:06:39.206",52.3,48.9,658
"659","00:06:39.593",54.8,7.8,659
"660","00:06:40.220",62.7,39.5,660
"661","00:06:40.286",35.4,18.3,661
"662","00:06:40.460",62.9,20,662
"663","00:06:40.500",63.2,20.3,663
"664","00:06:40.639",34.7,19.2,664
"665","00:06:41.013",61.2,16.6,665
"666","00:06:41.165",57.2,41.9,666
"667","00:06:41.181",85.2,63.3,667
"668","00:06:41.293",85.4,63.1,668
"669","00:06:41.499",59.5,38.6,669
"670","00:06:41.563",63.1,63.1,670
"671","00:06:41.955",43.3,17.7,671
"672","00:06:42.241",57,17,672
"673","00:06:43.392",75.4,4.9,673
"674","00:06:43.521",41.6,36.5,674
"675","00:06:44.522",84.5,43.4,675
"676","00:06:45.331",64.9,13.6,676
"677","00:06:45.408",28.7,39.5,677
"678","00:06:46.317",69.2,21.8,678
"679","00:06:46.332",84.3,76.7,679
